Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Wear_Speed_Ratio,Temp_Diff,Power_Index,Temperature_Stress
1,303.2,311.2,1427,45.6,25,0,0.01751927119831815,8.0,65071.200000000004,14190.72
1,303.3,311.2,1763,27.3,27,0,0.015314804310833806,7.899999999999977,48129.9,8495.76
1,303.2,311.2,1363,46.7,29,1,0.02127659574468085,8.0,63652.100000000006,14533.04
1,303.2,311.2,1404,50.9,31,0,0.02207977207977208,8.0,71463.59999999999,15840.079999999998
2,303.2,311.2,1688,31.9,33,0,0.019549763033175356,8.0,53847.2,9927.279999999999
1,303.3,311.4,1510,37.3,36,0,0.02384105960264901,8.099999999999966,56322.99999999999,11615.219999999998
0,303.3,311.3,1502,39.5,38,0,0.02529960053262317,8.0,59329.0,12296.35
0,303.2,311.4,1607,36.6,43,0,0.026757934038581208,8.199999999999989,58816.200000000004,11397.24
2,303.3,311.5,1384,54.8,48,0,0.03468208092485549,8.199999999999989,75843.2,17070.2
1,303.4,311.7,1295,51.3,51,1,0.039382239382239385,8.300000000000011,66433.5,15990.21
0,303.4,311.7,1991,19.0,53,0,0.026619789050728277,8.300000000000011,37829.0,5922.3
1,303.4,311.6,1497,42.8,58,0,0.038744154976619906,8.200000000000045,64071.6,13336.48
1,303.5,311.6,1465,48.7,60,0,0.040955631399317405,8.100000000000023,71345.5,15174.920000000002
1,303.5,311.6,1361,46.5,62,1,0.045554739162380606,8.100000000000023,63286.5,14489.400000000001
1,303.6,311.7,1546,38.5,64,0,0.04139715394566624,8.099999999999966,59521.0,12000.449999999999
0,303.7,311.9,1332,52.7,66,1,0.04954954954954955,8.199999999999989,70196.40000000001,16437.13
2,303.7,312.0,2663,11.4,71,1,0.026661659782200527,8.300000000000011,30358.2,3556.8
1,303.7,312.1,1443,45.9,74,0,0.05128205128205128,8.400000000000034,66233.7,14325.390000000001
2,303.7,312.0,1402,48.6,76,0,0.05420827389443652,8.300000000000011,68137.2,15163.2
1,303.7,312.0,1892,22.5,79,0,0.04175475687103594,8.300000000000011,42570.0,7020.0
2,303.6,312.0,1645,35.7,81,0,0.049240121580547115,8.399999999999977,58726.50000000001,11138.400000000001
1,303.6,311.9,1473,50.1,84,0,0.05702647657841141,8.299999999999955,73797.3,15626.189999999999
1,303.6,312.0,1309,52.9,86,1,0.06569900687547746,8.399999999999977,69246.09999999999,16504.8
0,303.6,311.9,1544,37.1,88,0,0.05699481865284974,8.299999999999955,57282.4,11571.49
1,303.5,311.9,1344,49.3,93,1,0.06919642857142858,8.399999999999977,66259.2,15376.669999999998
2,303.6,311.9,1617,36.0,95,0,0.05875077303648732,8.299999999999955,58212.0,11228.4
2,303.6,312.0,1435,37.9,98,0,0.06829268292682927,8.399999999999977,54386.5,11824.8
1,303.6,312.0,1391,50.3,101,0,0.07260963335729691,8.399999999999977,69967.3,15693.599999999999
1,303.6,312.0,1827,23.3,103,0,0.05637657361795293,8.399999999999977,42569.1,7269.6
1,303.5,312.0,1761,25.8,105,0,0.059625212947189095,8.5,45433.8,8049.6
1,303.5,312.1,1522,36.4,107,0,0.07030223390275953,8.600000000000023,55400.799999999996,11360.44
2,303.5,312.2,1818,23.6,109,0,0.059955995599559955,8.699999999999989,42904.8,7367.92
0,303.6,312.2,1371,54.6,112,1,0.08169219547775347,8.599999999999966,74856.6,17046.12
1,303.7,312.3,1511,38.9,117,0,0.07743216412971542,8.600000000000023,58777.9,12148.47
1,303.7,312.4,1404,46.6,119,0,0.08475783475783476,8.699999999999989,65426.4,14557.84
1,303.7,312.3,1384,45.9,121,0,0.08742774566473989,8.600000000000023,63525.6,14334.57
1,303.8,312.5,1368,52.6,123,0,0.08991228070175439,8.699999999999989,71956.8,16437.5
1,303.7,312.5,1641,36.0,125,0,0.07617306520414381,8.800000000000011,59076.0,11250.0
1,303.9,312.6,1642,32.3,127,0,0.07734470158343483,8.700000000000045,53036.6,10096.98
0,303.9,312.7,1401,50.0,129,0,0.09207708779443255,8.800000000000011,70050.0,15635.0
1,303.8,312.6,1577,41.3,134,0,0.0849714648065948,8.800000000000011,65130.1,12910.38
1,303.7,312.6,1396,44.1,136,0,0.09742120343839542,8.900000000000034,61563.6,13785.660000000002
0,303.7,312.6,1514,35.5,138,0,0.09114927344782034,8.900000000000034,53747.0,11097.300000000001
1,303.8,312.8,1646,35.8,143,0,0.08687727825030377,9.0,58926.799999999996,11198.24
1,303.8,312.8,1443,40.7,145,0,0.10048510048510048,9.0,58730.100000000006,12730.960000000001
2,303.7,312.7,1469,48.5,147,0,0.10006807351940095,9.0,71246.5,15165.949999999999
0,303.7,312.7,1564,40.2,150,0,0.0959079283887468,9.0,62872.8,12570.54
0,303.6,312.6,1498,40.2,155,0,0.10347129506008011,9.0,60219.600000000006,12566.520000000002
1,303.6,312.6,1699,27.9,160,0,0.09417304296645085,9.0,47402.1,8721.54
1,303.6,312.5,1431,49.0,162,0,0.11320754716981132,8.899999999999977,70119.0,15312.5
1,303.5,312.4,1390,47.3,164,0,0.11798561151079137,8.899999999999977,65747.0,14776.519999999999
1,303.5,312.5,1380,46.1,166,0,0.12028985507246377,9.0,63618.0,14406.25
1,303.5,312.5,1457,46.4,168,0,0.1153054221002059,9.0,67604.8,14500.0
1,303.5,312.5,1418,42.2,170,0,0.11988716502115655,9.0,59839.600000000006,13187.5
2,303.5,312.5,1353,51.0,172,0,0.1271249076127125,9.0,69003.0,15937.5
1,303.5,312.4,1574,32.7,175,0,0.11118170266836086,8.899999999999977,51469.8,10215.48
2,303.5,312.4,1318,54.2,177,0,0.13429438543247343,8.899999999999977,71435.6,16932.079999999998
1,303.6,312.5,1710,31.4,180,0,0.10526315789473684,8.899999999999977,53694.0,9812.5
1,303.7,312.6,1621,38.8,182,0,0.11227637260950031,8.900000000000034,62894.799999999996,12128.88
1,303.6,312.6,1606,33.6,184,0,0.11457036114570361,9.0,53961.600000000006,10503.36
0,303.6,312.5,1375,54.0,186,0,0.13527272727272727,8.899999999999977,74250.0,16875.0
1,303.5,312.4,1503,36.5,191,0,0.1270791749833666,8.899999999999977,54859.5,11402.599999999999
1,303.5,312.3,1404,48.6,193,0,0.13746438746438747,8.800000000000011,68234.40000000001,15177.78
1,303.4,312.2,1656,32.7,195,0,0.11775362318840579,8.800000000000011,54151.200000000004,10208.94
2,303.4,312.1,1499,39.4,197,0,0.1314209472981988,8.700000000000045,59060.6,12296.74
2,303.4,312.0,1748,28.4,200,0,0.11441647597254005,8.600000000000023,49643.2,8860.8
1,303.4,311.9,1531,37.9,203,0,0.1325930764206401,8.5,58024.9,11821.009999999998
2,303.3,311.8,1536,40.6,205,0,0.13346354166666666,8.5,62361.600000000006,12659.080000000002
1,303.4,311.8,1401,53.0,208,1,0.14846538187009278,8.400000000000034,74253.0,16525.4
0,303.4,311.9,1534,33.2,210,0,0.13689700130378096,8.5,50928.8,10355.08
1,303.4,312.0,1521,35.9,215,1,0.14135437212360288,8.600000000000023,54603.9,11200.8
1,303.5,312.1,1674,30.8,0,0,0.0,8.600000000000023,51559.200000000004,9612.68
2,303.6,312.1,1967,20.9,2,0,0.0010167768174885613,8.5,41110.299999999996,6522.89
1,303.6,312.2,1696,30.7,5,0,0.00294811320754717,8.599999999999966,52067.2,9584.539999999999
2,303.6,312.1,1627,32.5,7,0,0.0043023970497848806,8.5,52877.5,10143.25
1,303.5,311.9,1405,45.6,10,0,0.0071174377224199285,8.399999999999977,64068.0,14222.64
1,303.5,311.9,1565,38.9,12,0,0.0076677316293929714,8.399999999999977,60878.5,12132.909999999998
1,303.5,311.9,1493,38.7,14,0,0.009377093101138647,8.399999999999977,57779.100000000006,12070.53
1,303.4,311.8,1499,45.0,16,0,0.01067378252168112,8.400000000000034,67455.0,14031.0
1,303.3,311.8,1692,30.6,18,0,0.010638297872340425,8.5,51775.200000000004,9541.08
1,303.4,311.8,2268,15.8,20,0,0.008818342151675485,8.400000000000034,35834.4,4926.4400000000005
1,303.4,311.8,1438,58.9,22,0,0.015299026425591099,8.400000000000034,84698.2,18365.02
1,303.5,311.9,1515,39.2,24,0,0.015841584158415842,8.399999999999977,59388.00000000001,12226.48
1,303.4,311.9,1491,38.2,26,0,0.017437961099932932,8.5,56956.200000000004,11914.58
1,303.5,312.0,1756,29.7,28,0,0.015945330296127564,8.5,52153.2,9266.4
1,303.5,312.0,1366,54.5,30,1,0.021961932650073207,8.5,74447.0,17004.0
1,303.5,312.0,1436,45.1,32,0,0.022284122562674095,8.5,64763.6,14071.2
1,303.4,311.9,1377,41.6,34,1,0.024691358024691357,8.5,57283.200000000004,12975.039999999999
2,303.4,311.9,1510,42.2,36,0,0.02384105960264901,8.5,63722.00000000001,13162.18
2,303.4,311.9,1419,50.9,39,0,0.02748414376321353,8.5,72227.09999999999,15875.71
1,303.3,311.8,1315,62.0,42,1,0.03193916349809886,8.5,81530.0,19331.600000000002
0,303.3,311.8,1806,27.7,44,0,0.024363233665559248,8.5,50026.2,8636.86
0,303.3,311.8,1649,29.4,49,0,0.02971497877501516,8.5,48480.6,9166.92
0,303.4,311.9,1402,50.0,54,0,0.03851640513552068,8.5,70100.0,15594.999999999998
1,303.4,311.9,1298,63.9,59,1,0.045454545454545456,8.5,82942.2,19930.41
2,303.3,311.8,1441,44.9,61,0,0.04233171408743928,8.5,64700.9,13999.82
2,303.3,311.8,1489,49.4,64,0,0.042981867024848894,8.5,73556.59999999999,15402.92
1,303.3,311.8,1842,24.5,67,0,0.03637350705754615,8.5,45129.0,7639.1
2,303.4,311.8,1316,50.9,69,1,0.05243161094224924,8.400000000000034,66984.4,15870.62
2,303.3,311.8,1583,33.3,72,0,0.045483259633607075,8.5,52713.899999999994,10382.939999999999
2,303.3,311.8,1548,33.5,75,0,0.04844961240310078,8.5,51858.0,10445.300000000001
1,303.4,311.9,1434,44.6,78,0,0.05439330543933055,8.5,63956.4,13910.74
0,303.5,312.0,1397,52.9,80,0,0.0572655690765927,8.5,73901.3,16504.8
2,303.5,312.0,1475,42.9,85,0,0.0576271186440678,8.5,63277.5,13384.8
1,303.5,312.0,1441,56.8,88,0,0.061068702290076333,8.5,81848.8,17721.6
1,303.7,312.1,1363,51.8,90,1,0.06603081438004402,8.400000000000034,70603.4,16166.78
1,303.7,312.2,1619,34.9,92,0,0.05682520074119827,8.5,56503.1,10895.779999999999
1,303.7,312.2,1487,34.0,94,0,0.06321452589105582,8.5,50558.0,10614.8
1,303.7,312.2,1568,33.8,96,0,0.061224489795918366,8.5,52998.399999999994,10552.359999999999
1,303.7,312.3,1375,46.2,98,0,0.07127272727272728,8.600000000000023,63525.00000000001,14428.260000000002
2,303.6,312.3,1698,31.3,100,0,0.05889281507656066,8.699999999999989,53147.4,9774.99
1,303.7,312.3,1606,37.4,103,0,0.06413449564134496,8.600000000000023,60064.399999999994,11680.02
1,303.7,312.3,1349,51.0,105,0,0.07783543365455893,8.600000000000023,68799.0,15927.300000000001
1,303.7,312.4,1535,38.6,107,0,0.06970684039087947,8.699999999999989,59251.0,12058.64
2,303.6,312.4,1504,49.5,109,0,0.07247340425531915,8.799999999999955,74448.0,15463.8
1,303.5,312.3,1946,21.1,112,0,0.05755395683453238,8.800000000000011,41060.600000000006,6589.530000000001
1,303.5,312.1,1326,55.7,114,0,0.08597285067873303,8.600000000000023,73858.2,17383.97
2,303.6,312.3,1915,22.3,116,0,0.060574412532637074,8.699999999999989,42704.5,6964.290000000001
1,303.6,312.3,1451,43.4,119,0,0.08201240523776705,8.699999999999989,62973.4,13553.82
2,303.5,312.3,1624,34.8,121,0,0.07450738916256158,8.800000000000011,56515.2,10868.039999999999
1,303.6,312.4,1781,28.7,124,0,0.06962380685008422,8.799999999999955,51114.7,8965.88
1,303.6,312.5,1345,54.1,126,0,0.09368029739776952,8.899999999999977,72764.5,16906.25
1,303.6,312.4,1418,46.0,128,0,0.09026798307475317,8.799999999999955,65228.0,14370.4
1,303.7,312.4,1718,26.5,130,0,0.07566938300349244,8.699999999999989,45527.0,8278.599999999999
2,303.7,312.4,1631,28.5,132,0,0.0809319435928878,8.699999999999989,46483.5,8903.4
1,303.7,312.4,1513,40.1,135,0,0.08922670191672175,8.699999999999989,60671.3,12527.24
1,303.7,312.4,1316,59.3,137,0,0.10410334346504559,8.699999999999989,78038.8,18525.319999999996
2,303.7,312.4,1474,38.8,139,0,0.09430122116689281,8.699999999999989,57191.2,12121.119999999999
1,303.8,312.5,1619,30.9,142,0,0.08770846201358863,8.699999999999989,50027.1,9656.25
1,303.7,312.4,1702,31.2,144,0,0.0846063454759107,8.699999999999989,53102.4,9746.88
2,303.7,312.4,1540,37.4,146,0,0.09480519480519481,8.699999999999989,57596.0,11683.759999999998
2,303.7,312.4,1546,33.7,149,0,0.0963777490297542,8.699999999999989,52100.200000000004,10527.880000000001
1,303.7,312.4,1348,51.0,152,0,0.11275964391691394,8.699999999999989,68748.0,15932.4
0,303.7,312.5,1520,35.6,154,0,0.1013157894736842,8.800000000000011,54112.0,11125.0
2,303.8,312.6,1527,41.9,159,0,0.10412573673870335,8.800000000000011,63981.299999999996,13097.94
2,303.8,312.6,1406,47.1,162,0,0.11522048364153627,8.800000000000011,66222.6,14723.460000000001
1,303.7,312.5,1462,46.2,165,0,0.11285909712722299,8.800000000000011,67544.40000000001,14437.5
2,303.8,312.6,1684,29.3,167,0,0.09916864608076009,8.800000000000011,49341.200000000004,9159.18
0,303.8,312.5,1655,28.0,170,0,0.1027190332326284,8.699999999999989,46340.0,8750.0
0,303.8,312.5,1748,25.1,175,0,0.10011441647597254,8.699999999999989,43874.8,7843.75
1,303.8,312.5,1372,45.7,180,0,0.13119533527696792,8.699999999999989,62700.4,14281.25
1,303.7,312.5,1481,33.3,182,0,0.12288993923024984,8.800000000000011,49317.299999999996,10406.25
1,303.7,312.4,1512,39.2,184,0,0.12169312169312169,8.699999999999989,59270.4,12246.08
1,303.7,312.5,1632,36.6,186,0,0.11397058823529412,8.800000000000011,59731.200000000004,11437.5
1,303.7,312.4,1525,43.9,188,0,0.12327868852459016,8.699999999999989,66947.5,13714.359999999999
2,303.7,312.3,1756,26.4,190,0,0.1082004555808656,8.600000000000023,46358.399999999994,8244.72
1,303.7,312.3,1922,23.1,193,0,0.1004162330905307,8.600000000000023,44398.200000000004,7214.130000000001
2,303.8,312.5,1448,44.3,195,0,0.13466850828729282,8.699999999999989,64146.399999999994,13843.75
0,303.8,312.5,1447,46.6,198,0,0.13683483068417415,8.699999999999989,67430.2,14562.5
2,303.8,312.4,1597,33.4,203,0,0.12711333750782716,8.599999999999966,53339.799999999996,10434.159999999998
2,303.7,312.4,1642,32.3,206,0,0.12545676004872108,8.699999999999989,53036.6,10090.519999999999
0,303.8,312.5,1525,38.0,209,0,0.13704918032786886,8.699999999999989,57950.0,11875.0
0,303.6,312.4,1460,53.7,214,0,0.14657534246575343,8.799999999999955,78402.0,16775.88
1,303.6,312.3,2168,17.7,219,0,0.10101476014760148,8.699999999999989,38373.6,5527.71
1,303.6,312.4,1388,41.9,221,0,0.15922190201729106,8.799999999999955,58157.2,13089.56
2,303.6,312.3,1630,32.4,223,0,0.13680981595092023,8.699999999999989,52812.0,10118.52
1,303.6,312.3,1616,29.3,226,0,0.13985148514851486,8.699999999999989,47348.8,9150.390000000001
1,303.6,312.4,2232,16.8,0,0,0.0,8.799999999999955,37497.6,5248.32
0,303.6,312.4,1480,50.7,2,0,0.0013513513513513514,8.799999999999955,75036.0,15838.68
1,303.6,312.4,1363,53.1,7,0,0.005135730007336757,8.799999999999955,72375.3,16588.44
0,303.6,312.4,1436,45.6,9,0,0.006267409470752089,8.799999999999955,65481.6,14245.439999999999
2,303.6,312.5,1607,33.7,14,0,0.008711885500933417,8.899999999999977,54155.9,10531.25
2,303.6,312.5,1459,48.2,17,0,0.011651816312542838,8.899999999999977,70323.8,15062.5
1,303.5,312.4,1481,43.7,20,0,0.01350438892640108,8.899999999999977,64719.700000000004,13651.88
2,303.5,312.4,1606,31.7,22,0,0.0136986301369863,8.899999999999977,50910.2,9903.08
1,303.5,312.3,1681,29.8,25,0,0.0148720999405116,8.800000000000011,50093.8,9306.54
1,303.5,312.2,1511,37.1,27,0,0.01786896095301125,8.699999999999989,56058.1,11582.62
2,303.5,312.3,1593,35.2,29,0,0.01820464532328939,8.800000000000011,56073.600000000006,10992.960000000001
2,303.5,312.3,1532,41.7,32,0,0.020887728459530026,8.800000000000011,63884.4,13022.910000000002
0,303.5,312.3,1386,49.0,35,0,0.025252525252525252,8.800000000000011,67914.0,15302.7
0,303.4,312.3,1769,27.9,40,0,0.022611644997173545,8.900000000000034,49355.1,8713.17
2,303.4,312.2,1561,38.2,45,0,0.028827674567584883,8.800000000000011,59630.200000000004,11926.04
1,303.3,312.2,1457,40.7,48,0,0.032944406314344546,8.899999999999977,59299.9,12706.54
1,303.3,312.2,1506,40.0,50,0,0.033200531208499334,8.899999999999977,60240.0,12488.0
1,303.4,312.2,1337,69.4,52,1,0.03889304412864622,8.800000000000011,92787.8,21666.68
1,303.4,312.3,1287,54.8,54,0,0.04195804195804196,8.900000000000034,70527.59999999999,17114.04
2,303.4,312.2,1615,35.7,56,0,0.0346749226006192,8.800000000000011,57655.50000000001,11145.54
2,303.4,312.2,1972,23.5,59,0,0.029918864097363083,8.800000000000011,46342.0,7336.7
0,303.4,312.3,1522,42.1,62,0,0.040735873850197106,8.900000000000034,64076.200000000004,13147.830000000002
1,303.4,312.3,1680,30.6,67,0,0.03988095238095238,8.900000000000034,51408.0,9556.380000000001
1,303.4,312.3,1502,36.0,69,0,0.045938748335552594,8.900000000000034,54072.0,11242.800000000001
2,303.5,312.3,1543,33.3,71,0,0.04601425793907971,8.800000000000011,51381.899999999994,10399.59
1,303.5,312.3,1584,35.2,74,0,0.04671717171717172,8.800000000000011,55756.8,10992.960000000001
1,303.5,312.4,1340,44.5,76,0,0.056716417910447764,8.899999999999977,59630.0,13901.8
1,303.4,312.3,1663,33.9,78,0,0.04690318701142514,8.900000000000034,56375.7,10586.97
2,303.3,312.1,1693,30.0,80,0,0.04725339633786178,8.800000000000011,50790.0,9363.0
1,303.3,312.1,1418,44.7,83,0,0.05853314527503526,8.800000000000011,63384.600000000006,13950.870000000003
0,303.4,312.2,1554,36.8,85,0,0.0546975546975547,8.800000000000011,57187.2,11488.96
1,303.4,312.2,1580,35.8,90,0,0.056962025316455694,8.800000000000011,56563.99999999999,11176.759999999998
1,303.4,312.3,1479,42.8,92,0,0.06220419202163624,8.900000000000034,63301.2,13366.439999999999
1,303.5,312.4,1284,70.6,94,1,0.07320872274143302,8.899999999999977,90650.4,22055.439999999995
1,303.4,312.3,1540,38.7,96,0,0.06233766233766234,8.900000000000034,59598.00000000001,12086.010000000002
2,303.5,312.4,1606,30.1,98,0,0.06102117061021171,8.899999999999977,48340.600000000006,9403.24
1,303.6,312.5,1286,62.4,101,0,0.07853810264385692,8.899999999999977,80246.4,19500.0
1,303.6,312.6,1502,39.5,103,0,0.06857523302263649,9.0,59329.0,12347.7
2,303.6,312.7,1699,31.5,105,0,0.06180105944673337,9.099999999999966,53518.5,9850.05
1,303.5,312.6,1602,34.2,108,0,0.06741573033707865,9.100000000000023,54788.4,10690.920000000002
0,303.6,312.6,1436,42.0,110,0,0.0766016713091922,9.0,60312.0,13129.2
2,303.6,312.7,1765,27.5,115,0,0.06515580736543909,9.099999999999966,48537.5,8599.25
1,303.6,312.7,1418,44.1,118,0,0.08321579689703808,9.099999999999966,62533.8,13790.07
2,303.7,312.7,1669,31.7,120,0,0.07189934092270821,9.0,52907.299999999996,9912.59
1,303.7,312.7,1395,53.9,123,0,0.08817204301075268,9.0,75190.5,16854.53
2,303.8,312.7,1500,41.7,125,0,0.08333333333333333,8.899999999999977,62550.00000000001,13039.59
2,303.8,312.7,1555,33.4,128,0,0.08231511254019293,8.899999999999977,51937.0,10444.179999999998
2,303.8,312.7,1919,20.2,131,0,0.068264721208963,8.899999999999977,38763.799999999996,6316.54
1,303.8,312.7,1596,36.6,134,0,0.08395989974937343,8.899999999999977,58413.600000000006,11444.82
2,303.8,312.7,1374,53.6,136,0,0.09898107714701601,8.899999999999977,73646.40000000001,16760.72
1,303.7,312.5,1670,26.1,139,0,0.08323353293413174,8.800000000000011,43587.0,8156.25
1,303.7,312.6,1702,29.1,141,0,0.08284371327849589,8.900000000000034,49528.200000000004,9096.660000000002
2,303.8,312.5,1366,45.1,143,0,0.10468521229868229,8.699999999999989,61606.6,14093.75
2,303.8,312.5,2344,15.2,146,0,0.06228668941979522,8.699999999999989,35628.799999999996,4750.0
2,303.8,312.6,1768,23.9,149,0,0.08427601809954752,8.800000000000011,42255.2,7471.14
1,303.8,312.5,1523,47.0,152,0,0.09980302035456336,8.699999999999989,71581.0,14687.5
1,303.8,312.6,1735,25.9,154,0,0.08876080691642652,8.800000000000011,44936.5,8096.34
1,303.9,312.7,1339,62.3,156,0,0.11650485436893204,8.800000000000011,83419.7,19481.21
1,303.9,312.7,1800,24.3,158,0,0.08777777777777777,8.800000000000011,43740.0,7598.61
2,304.0,312.7,1456,51.2,160,0,0.10989010989010989,8.699999999999989,74547.2,16010.24
1,303.9,312.7,1789,24.4,163,0,0.09111235326998324,8.800000000000011,43651.6,7629.879999999999
1,303.9,312.7,1602,33.9,165,0,0.10299625468164794,8.800000000000011,54307.799999999996,10600.529999999999
2,303.8,312.7,1364,49.3,167,0,0.12243401759530792,8.899999999999977,67245.2,15416.109999999999
1,303.8,312.6,1793,28.1,170,0,0.09481316229782487,8.800000000000011,50383.3,8784.060000000001
1,303.9,312.6,1426,53.4,172,0,0.12061711079943899,8.700000000000045,76148.4,16692.84
2,303.9,312.7,1485,43.3,174,0,0.11717171717171718,8.800000000000011,64300.49999999999,13539.909999999998
1,303.9,312.7,1528,38.4,177,0,0.11583769633507854,8.800000000000011,58675.2,12007.679999999998
1,303.8,312.6,1565,36.0,179,0,0.11437699680511182,8.800000000000011,56340.0,11253.6
1,303.8,312.7,1838,27.8,181,0,0.0984766050054407,8.899999999999977,51096.4,8693.06
0,303.8,312.6,1811,24.9,183,0,0.10104914411927111,8.800000000000011,45093.899999999994,7783.74
1,303.8,312.7,1461,38.2,188,0,0.12867898699520877,8.899999999999977,55810.200000000004,11945.140000000001
1,303.8,312.7,1414,41.7,190,0,0.13437057991513437,8.899999999999977,58963.8,13039.59
1,303.7,312.7,1426,45.5,192,0,0.13464235624123422,9.0,64883.0,14227.85
1,303.7,312.7,1359,56.8,194,1,0.14275202354672553,9.0,77191.2,17761.359999999997
1,303.7,312.7,1540,44.8,196,0,0.12727272727272726,9.0,68992.0,14008.96
1,303.6,312.7,1429,47.7,198,0,0.13855843247025892,9.099999999999966,68163.3,14915.79
2,303.7,312.7,1612,36.3,200,0,0.12406947890818859,9.0,58515.6,11351.009999999998
2,303.7,312.8,1685,31.8,203,0,0.12047477744807121,9.100000000000023,53583.0,9947.04
2,303.7,312.8,1558,37.7,206,0,0.13222079589216945,9.100000000000023,58736.600000000006,11792.560000000001
1,303.7,313.0,1811,24.3,209,0,0.1154058531198233,9.300000000000011,44007.3,7605.900000000001
1,303.8,313.1,1869,25.8,211,0,0.11289459604066346,9.300000000000011,48220.200000000004,8077.9800000000005
1,303.8,313.1,1256,58.7,213,1,0.1695859872611465,9.300000000000011,73727.2,18378.97
2,303.8,313.0,1789,23.5,215,0,0.12017887087758525,9.199999999999989,42041.5,7355.5
1,303.7,312.9,1502,40.5,0,0,0.0,9.199999999999989,60831.0,12672.449999999999
2,303.7,313.0,1303,54.4,2,0,0.0015349194167306216,9.300000000000011,70883.2,17027.2
1,303.8,313.1,2497,13.0,5,1,0.002002402883460152,9.300000000000011,32461.0,4070.3
1,303.9,313.2,1499,37.4,7,0,0.004669779853235491,9.300000000000011,56062.6,11713.679999999998
1,303.9,313.2,1393,46.5,9,0,0.006460875807609476,9.300000000000011,64774.5,14563.8
2,303.9,313.0,1475,41.0,11,0,0.007457627118644068,9.100000000000023,60475.0,12833.0
1,303.8,312.9,1573,34.6,14,0,0.008900190718372537,9.099999999999966,54425.8,10826.34
1,303.8,312.9,1819,23.7,16,0,0.008796041781198461,9.099999999999966,43110.299999999996,7415.73
2,303.5,312.6,1642,29.4,18,0,0.010962241169305725,9.100000000000023,48274.799999999996,9190.44
1,303.6,312.6,1540,39.8,21,0,0.013636363636363636,9.0,61291.99999999999,12441.48
2,303.6,312.8,1400,43.2,23,0,0.016428571428571428,9.199999999999989,60480.00000000001,13512.960000000001
2,303.6,312.8,2659,11.4,26,1,0.009778112072207596,9.199999999999989,30312.600000000002,3565.92
2,303.6,312.8,1825,25.2,29,0,0.01589041095890411,9.199999999999989,45990.0,7882.56
2,303.7,312.9,1532,41.3,32,0,0.020887728459530026,9.199999999999989,63271.6,12922.769999999999
1,303.7,312.8,1832,23.6,35,0,0.01910480349344978,9.100000000000023,43235.200000000004,7382.080000000001
2,303.6,312.7,2174,17.6,37,0,0.01701931922723091,9.099999999999966,38262.4,5503.52
1,303.7,312.8,1627,31.7,40,0,0.024585125998770743,9.100000000000023,51575.9,9915.76
1,303.7,312.8,1437,51.3,42,0,0.029227557411273485,9.100000000000023,73718.09999999999,16046.64
1,303.7,312.8,1364,46.3,44,0,0.03225806451612903,9.100000000000023,63153.2,14482.64
2,303.7,312.9,1444,52.7,46,0,0.03185595567867036,9.199999999999989,76098.8,16489.829999999998
2,303.7,312.8,1366,47.3,49,0,0.03587115666178624,9.100000000000023,64611.799999999996,14795.44
1,303.8,312.9,1442,48.3,52,0,0.036061026352288486,9.099999999999966,69648.59999999999,15113.069999999998
0,303.7,312.8,1488,42.8,54,0,0.036290322580645164,9.100000000000023,63686.399999999994,13387.84
1,303.7,312.8,1523,40.7,59,0,0.038739330269205514,9.100000000000023,61986.100000000006,12730.960000000001
1,303.7,312.8,1543,38.3,61,0,0.03953337653920933,9.100000000000023,59096.899999999994,11980.24
2,303.7,312.8,1634,33.8,63,0,0.038555691554467565,9.100000000000023,55229.2,10572.64
2,303.8,312.9,1815,27.8,66,0,0.03636363636363636,9.099999999999966,50457.0,8698.619999999999
2,303.8,312.9,1594,35.2,69,0,0.04328732747804266,9.099999999999966,56108.8,11014.08
1,303.8,313.0,1452,38.6,72,0,0.049586776859504134,9.199999999999989,56047.200000000004,12081.800000000001
1,303.9,313.0,1759,28.4,74,0,0.04206935758953951,9.100000000000023,49955.6,8889.199999999999
1,303.9,313.0,1408,47.5,76,0,0.05397727272727273,9.100000000000023,66880.0,14867.5
1,303.9,313.0,1483,45.0,78,0,0.052596089008766014,9.100000000000023,66735.0,14085.0
2,303.9,313.0,1620,36.6,80,0,0.04938271604938271,9.100000000000023,59292.0,11455.800000000001
2,304.0,313.1,1466,39.5,83,0,0.056616643929058665,9.100000000000023,57907.0,12367.45
1,304.1,313.1,1556,36.3,86,0,0.055269922879177376,9.0,56482.799999999996,11365.53
1,304.0,313.0,1350,61.1,88,0,0.06518518518518518,9.0,82485.0,19124.3
1,304.0,313.1,1404,47.1,90,0,0.0641025641025641,9.100000000000023,66128.40000000001,14747.010000000002
2,304.0,313.0,1575,34.5,92,0,0.058412698412698416,9.0,54337.5,10798.5
1,303.9,313.1,1639,29.0,95,0,0.057962172056131786,9.200000000000045,47531.0,9079.900000000001
2,303.9,313.1,1473,42.8,97,0,0.0658520027155465,9.200000000000045,63044.399999999994,13400.68
1,303.9,313.2,1481,40.0,100,0,0.0675219446320054,9.300000000000011,59240.0,12528.0
1,304.0,313.3,1294,54.6,102,0,0.07882534775888717,9.300000000000011,70652.40000000001,17106.18
2,303.9,313.2,1630,29.3,104,0,0.0638036809815951,9.300000000000011,47759.0,9176.76
2,303.9,313.2,1624,39.8,107,0,0.06588669950738917,9.300000000000011,64635.2,12465.359999999999
